# Resampled flux, Resampled flux uncertainty, Resampled sky flux
nan,nan,nan
4.113129386031461325e-16,5.764543106318348311e-17,8.107963127670271625e-15
3.793995215341655455e-16,5.778081017506610873e-17,8.158091391058998185e-15
3.566025006480417985e-16,5.768376552149501011e-17,8.150635859700874402e-15
3.689256493053507862e-16,5.786236567690978199e-17,8.167598950427907958e-15
3.966012369745146549e-16,5.840067564633172234e-17,8.249077372933145780e-15
3.807999409335487495e-16,5.878526567640914490e-17,8.351933088174286598e-15
3.873407311044716456e-16,5.895061813199629749e-17,8.375024608132842872e-15
3.932960292466540821e-16,5.900273715981329702e-17,8.377364052233070545e-15
3.847203632841826657e-16,5.882365758408893090e-17,8.338501213356685871e-15
3.801696057921589797e-16,5.854922500806854461e-17,8.270115239503297319e-15
3.631172908274879395e-16,5.820902377376821043e-17,8.210046778408607180e-15
3.235339275410126677e-16,5.777133318810802841e-17,8.165574314102302213e-15
3.097686926674208289e-16,5.750653248359285655e-17,8.134621472253730018e-15
3.186768249377901955e-16,5.743587547315420364e-17,8.113975610975043283e-15
3.062830001447826212e-16,5.734163358304097914e-17,8.104952042460698276e-15
3.369355903133724442e-16,5.735853747682177640e-17,8.093277906711925216e-15
3.622126815909178101e-16,5.722423369917951999e-17,8.052203195485218469e-15
3.809718543000317057e-16,5.703506628007816859e-17,8.000546947180164596e-15
3.947204397175313945e-16,5.700184045275897915e-17,7.991604086432801738e-15
3.920978178712627416e-16,5.688389915711879953e-17,7.974633360430727679e-15
3.845347253847128655e-16,5.677771562410334841e-17,7.956907830293143622e-15
4.044262121869919126e-16,5.675006448324833002e-17,7.931882339908769215e-15
3.969768574406123990e-16,5.669392205567642375e-17,7.929317866728291320e-15
3.721369414495571836e-16,5.660653280059627868e-17,7.943748360858385636e-15
3.959380515552051432e-16,5.654719942757324131e-17,7.917959322878994324e-15
3.967943646595592249e-16,5.639143969223257613e-17,7.896021728517947837e-15
3.864126639951895707e-16,5.621870013021679315e-17,7.877599339275325723e-15
3.697315739446671142e-16,5.613857244008428542e-17,7.875761841304275475e-15
3.727086625423949529e-16,5.606955776730274219e-17,7.866969762595327292e-15
3.755170350175673678e-16,5.598593303477965824e-17,7.853977910501639270e-15
3.553675580610957486e-16,5.584175644118627353e-17,7.846845975883538444e-15
3.349721591855403647e-16,5.573584583368638854e-17,7.849579146523853852e-15
3.789478629309051276e-16,5.567135453605187330e-17,7.803481011012214406e-15
3.990984137570930491e-16,5.559192891445669736e-17,7.774459372299431555e-15
3.966733034192231198e-16,5.548856041256816769e-17,7.754907005556119498e-15
3.690744070775581272e-16,5.536728693756123857e-17,7.754322276248139407e-15
3.880772136609541658e-16,5.535340045254156462e-17,7.737139943088935691e-15
4.034853921426255649e-16,5.526208771723191576e-17,7.715261609485920222e-15
3.947610677433075646e-16,5.521795616514106009e-17,7.708352056587428289e-15
3.807551452575310232e-16,5.519507854693558028e-17,7.709898076882456867e-15
3.822627129793164002e-16,5.518680747961121653e-17,7.703065705458422001e-15
3.821801980821464070e-16,5.512712257806844444e-17,7.687890557969468353e-15
3.649074141372264954e-16,5.503778902523865476e-17,7.684811085565811404e-15
3.770172399382538501e-16,5.488988495421912200e-17,7.643360217745000454e-15
3.772971617366869030e-16,5.484504517006681103e-17,7.639202332330810575e-15
3.696797774708702407e-16,5.475838387395820954e-17,7.642322995767490819e-15
3.826668189289355884e-16,5.470066937306335552e-17,7.624343206892473930e-15
3.498833844959294774e-16,5.466290372050453222e-17,7.650254983647284894e-15
3.564860487635456016e-16,5.459826820622212924e-17,7.627465238611327265e-15
3.984304196498415761e-16,5.464304897382044016e-17,7.608306075976915767e-15
3.756862215332979340e-16,5.461225723408456782e-17,7.619920786468211382e-15
3.414831715464393344e-16,5.447432981869641001e-17,7.613924851958311295e-15
3.407016879011340311e-16,5.444393796385521334e-17,7.613852872084788124e-15
3.547483048216184386e-16,5.458623570670691206e-17,7.626323255997877339e-15
3.295808638885589465e-16,5.448719073984416339e-17,7.622490994295489185e-15
2.782463177755091363e-16,5.437814805417933676e-17,7.645626452674179502e-15
3.242492193748844179e-16,5.444610238795091946e-17,7.623934542169121351e-15
3.701978259594899192e-16,5.454823112270923607e-17,7.611692207567594764e-15
3.473974058541977265e-16,5.447288741390053912e-17,7.614246499947588932e-15
3.382818923220959909e-16,5.439206994607845864e-17,7.602809589014436090e-15
3.405666148427111917e-16,5.438358850566986175e-17,7.602938112621121297e-15
3.435551454803699870e-16,5.423021698231947848e-17,7.573377797183462476e-15
3.399191012324129117e-16,5.415555669716316055e-17,7.559661389592604623e-15
3.424186429810304673e-16,5.404159528858788947e-17,7.528875568493480171e-15
3.642619959259532084e-16,5.422071173235117393e-17,7.543612544943030693e-15
3.564914790415241200e-16,5.411236539373775765e-17,7.514011515742594725e-15
3.216550407649960782e-16,5.415235970882828708e-17,7.546446542509127533e-15
3.061974491323062439e-16,5.417115378250627948e-17,7.573581041400302364e-15
3.777186051119065331e-16,5.428034610258288495e-17,7.530640600333226208e-15
4.167727378373543112e-16,5.430958342495583219e-17,7.503911589401932006e-15
